,Risk_Tolerance,Portfolio_Diversity,Age,Annual_Income,Years_Experience,Successful_Investment,Risk_Tolerance_Clean
1372,1,8.0,50.0,95789.5549291453,0.0,0,Medium
1373,Medium,8.0,73.0,180163.16773772344,0.0,0,Medium
1374,Unknown,4.0,37.0,83529.14158717201,9.0,0,Medium
1375,Low,10.0,62.0,77375.43223625766,20.0,0,Low
1376,Medium,9.0,45.0,66526.00949896665,18.0,0,Medium
1377,Medium,2.0,39.0,68640.98122821383,11.0,1,Medium
1378,Medium,8.0,43.0,71759.50016234556,24.0,1,Medium
1379,High,4.0,29.0,53205.59522167075,10.0,0,High
1380,3,1.0,32.0,65091.648591926016,12.0,0,Medium
1381,,5.0,40.0,50013.3780789676,10.0,1,Medium
1382,Unknown,8.0,49.0,26142.86915165209,24.0,0,Medium
1383,M,8.0,40.0,62696.810247890935,1.0,0,Medium
1384,Medium,5.0,41.0,36431.814660875774,6.0,1,Medium
1385,Low,8.0,52.0,78558.13534971034,9.0,1,Low
1386,Medium,5.0,43.0,40656.00250953345,1.0,0,Medium
1387,medium,3.0,34.0,99184.75298148982,4.0,0,Medium
1388,Low,9.0,74.0,103707.5770463042,42.0,1,Low
1389,2,7.0,41.0,58671.67728927694,19.0,1,Medium
1390,Medium,6.0,42.0,96452.654905744,19.0,0,Medium
1391,Low,5.0,54.0,33294.28717458058,30.0,0,Low
1392,1,5.0,57.0,104477.69454459652,15.0,0,Medium
1393,,2.0,43.0,65821.45300492452,21.0,1,Medium
1394,Unknown,3.0,39.0,42131.49728234364,18.0,1,Medium
1395,M,-1.0,59.0,94704.2347102888,23.0,0,Medium
1396,3,1.0,35.0,33000.65494366766,7.0,1,Medium
1397,High,6.0,34.0,30639.87563016691,16.0,0,High
1398,3,6.0,33.0,69669.95776970952,2.0,1,Medium
1399,Unknown,4.0,41.0,85988.42707558347,23.0,0,Medium
1400,Low,5.0,43.0,99739.71026685755,0.0,1,Low
1401,Low,5.0,54.0,76319.87279506284,33.0,0,Low
1402,Medium,4.0,45.0,86982.89491482828,8.0,0,Medium
1403,Medium,2.0,54.0,88151.34054593959,22.0,0,Medium
1404,2,5.0,44.0,72593.22338545597,17.0,0,Medium
1405,Medium,6.0,43.0,96609.20331820216,24.0,1,Medium
1406,Medium,4.0,56.0,113166.5713619295,0.0,0,Medium
1407,High,1.0,41.0,88991.19730135762,9.0,1,High
1408,MEDIUM,3.0,38.0,57248.47475234889,4.0,0,Medium
1409,1,5.0,52.0,90543.55213039608,2.0,0,Medium
1410,3,6.0,35.0,75639.03039321348,15.0,1,Medium
1411,Medium,2.0,18.0,8201.168341974675,0.0,1,Medium
1412,2,9.0,40.0,87447.18609269877,12.0,0,Medium
1413,High,6.0,26.0,58899.92518647912,1.0,1,High
1414,Unknown,3.0,44.0,82083.25311512277,22.0,0,Medium
1415,Unknown,4.0,73.0,146693.10201319394,53.0,0,Medium
1416,3,4.0,33.0,37953.16464122239,4.0,0,Medium
1417,2,6.0,41.0,95558.04673867924,19.0,1,Medium
1418,Medium,3.0,33.0,40793.20988839429,3.0,0,Medium
1419,Low,10.0,51.0,65091.648591926016,27.0,0,Low
1420,Medium,8.0,20.0,3656.7685568034976,0.0,1,Medium
1421,Unknown,4.0,50.0,118783.12961317148,5.0,0,Medium
1422,,10.0,44.0,61266.9846399308,13.0,0,Medium
1423,Low,8.0,48.0,76547.58056110749,29.0,1,Low
1424,Low,8.0,52.0,94724.98250009192,5.0,0,Low
1425,high,5.0,18.0,53338.68576414666,0.0,0,High
1426,low,4.0,72.0,102554.8471580648,4.0,1,Low
1427,2,3.0,35.0,26685.38391048411,11.0,0,Medium
1428,Medium,4.0,19.0,30048.027693472777,0.0,0,Medium
1429,1,6.0,38.0,67130.61035339661,19.0,1,Medium
1430,High,5.0,19.0,65091.648591926016,0.0,0,High
1431,2,7.0,33.0,65210.84038908244,12.0,0,Medium
1432,M,4.0,30.0,53288.234805871725,1.0,0,Medium
1433,Medium,9.0,30.0,51013.75718962694,7.0,0,Medium
1434,L,10.0,56.0,53230.38987370634,5.0,1,Low
1435,,8.0,43.0,0.0,8.0,1,Medium
1436,LOW,9.0,52.0,60201.70722490439,7.0,0,Low
1437,,2.0,37.0,76454.01077124073,14.0,1,Medium
1438,L,8.0,62.0,46495.2854305278,15.0,0,Low
1439,3,5.0,33.0,59018.05586837847,5.0,0,Medium
1440,Medium,7.0,57.0,128292.19270455113,19.0,0,Medium
1441,Medium,8.0,74.0,126530.19144425805,27.0,1,Medium
1442,High,4.0,29.0,18588.971258254787,2.0,0,High
1443,Medium,5.0,51.0,103214.55910353064,4.0,0,Medium
1444,Low,5.0,43.0,55565.0841489459,14.0,0,Low
1445,Unknown,5.0,35.0,49831.06662029237,0.0,0,Medium
1446,1,8.0,64.0,58751.01056307909,4.0,0,Medium
1447,High,1.0,21.0,44467.896437732496,0.0,0,High
1448,Medium,7.0,47.0,63286.75692280948,10.0,1,Medium
1449,Medium,6.0,73.0,24254.92079349018,53.0,1,Medium
1450,L,10.0,46.0,45037.81243024889,7.0,1,Low
1451,High,6.0,32.0,38107.746135166126,8.0,0,High
1452,Low,4.0,40.0,27242.13284959475,1.0,0,Low
1453,Low,5.0,44.0,4960.416769056184,32.0,0,Low
1454,High,5.0,25.0,24115.700693776176,7.0,1,High
1455,LOW,10.0,44.0,108414.90130526591,15.0,1,Low
1456,HIGH,4.0,48.0,66636.26067414347,7.0,0,High
1457,Low,9.0,47.0,78909.97173573755,3.0,0,Low
1458,High,-1.0,39.0,109658.54661482526,15.0,0,High
1459,,6.0,54.0,32894.47391961207,9.0,0,Medium
1460,2,6.0,41.0,129431.43081924436,1.0,0,Medium
1461,,2.0,44.0,122389.78651990189,38.0,1,Medium
1462,H,6.0,21.0,19595.545996334367,2.0,1,High
1463,Low,10.0,51.0,121225.43793104826,14.0,1,Low
1464,2,5.0,25.0,17685.158611674917,3.0,0,Medium
1465,,4.0,38.0,55865.4243966212,4.0,0,Medium
1466,2,7.0,63.0,100854.07643903868,53.0,1,Medium
1467,Medium,8.0,35.0,80602.04378657928,13.0,0,Medium
1468,High,1.0,38.0,70973.94744399548,15.0,1,High
1469,High,5.0,46.0,58236.21017040579,14.0,1,High
1470,High,2.0,37.0,39022.83739042403,19.0,1,High
1471,Low,4.0,52.0,54732.19427105584,24.0,0,Low
1472,Unknown,2.0,20.0,49558.90398499129,2.0,0,Medium
1473,3,5.0,33.0,54159.084534210815,13.0,0,Medium
1474,Low,5.0,57.0,30009.40769918347,39.0,0,Low
1475,Low,4.0,79.0,117403.4601342562,10.0,0,Low
1476,3,5.0,48.0,77193.80261611726,11.0,1,Medium
1477,Medium,9.0,46.0,154477.78568778865,11.0,1,Medium
1478,,4.0,46.0,125654.90997422952,17.0,1,Medium
1479,Medium,4.0,49.0,53510.501063900265,12.0,0,Medium
1480,MEDIUM,9.0,37.0,37275.512413102166,27.0,1,Medium
1481,High,3.0,39.0,0.0,10.0,0,High
1482,Low,8.0,46.0,67342.51701687498,11.0,0,Low
1483,L,10.0,65.0,110996.93344307168,36.0,1,Low
1484,Medium,5.0,33.0,40005.36518210033,2.0,1,Medium
1485,Medium,4.0,47.0,65091.648591926016,21.0,0,Medium
1486,High,3.0,24.0,65997.33608374279,4.0,0,High
1487,Medium,6.0,50.0,67868.84056761225,21.0,1,Medium
1488,Medium,4.0,44.0,77275.45255891031,7.0,1,Medium
1489,Medium,3.0,40.0,56246.31707963449,10.0,0,Medium
1490,Low,15.0,43.0,70009.70269765824,16.0,1,Low
1491,High,2.0,28.0,86707.49501756974,2.0,1,High
1492,2,6.0,39.0,10334.687736732782,20.0,1,Medium
1493,Medium,8.0,36.0,79759.37937756676,2.0,1,Medium
1494,High,6.0,44.0,70060.31919849657,15.0,1,High
1495,2,4.0,23.0,43603.91700113626,1.0,1,Medium
1496,Low,6.0,44.0,52382.95719266952,18.0,0,Low
1497,Low,9.0,65.0,67985.26576820684,12.0,1,Low
1498,Unknown,3.0,35.0,43939.71775441845,12.0,1,Medium
1499,M,2.0,39.0,83905.27524465867,6.0,0,Medium
1500,Medium,8.0,61.0,132573.4585791412,24.0,1,Medium
1501,2,8.0,44.0,104714.53674635504,10.0,1,Medium
1502,Low,6.0,67.0,82870.7712823826,20.0,0,Low
1503,Unknown,7.0,62.0,76868.06148359661,29.0,1,Medium
1504,Low,4.0,71.0,151771.5245618159,39.0,0,Low
1505,HIGH,5.0,53.0,59560.54145687097,9.0,1,High
1506,Medium,7.0,42.0,85573.97743145394,14.0,0,Medium
1507,High,2.0,33.0,35947.10081034536,12.0,0,High
1508,Low,4.0,39.0,66591.82410621172,21.0,1,Low
1509,High,5.0,45.0,52684.23879128156,26.0,0,High
1510,Low,9.0,63.0,85342.01277965672,22.0,1,Low
1511,Low,6.0,58.0,85876.89867418009,0.0,1,Low
1512,Medium,2.0,45.0,31739.075027133644,19.0,0,Medium
1513,Medium,4.0,44.0,78839.88443387223,23.0,1,Medium
1514,H,5.0,53.0,145212.2845969601,19.0,1,High
1515,1,8.0,56.0,65091.648591926016,16.0,1,Medium
1516,High,6.0,35.0,73792.80373319586,8.0,1,High
1517,Medium,4.0,55.0,80228.41979139182,4.0,0,Medium
1518,High,1.0,18.0,23155.610419254797,0.0,0,High
1519,Medium,6.0,51.0,23738.020717428026,16.0,1,Medium
1520,1,5.0,56.0,39387.36626595138,18.0,1,Medium
1521,Unknown,4.0,64.0,138436.10928437585,25.0,1,Medium
1522,,5.0,30.0,60235.79665704962,8.0,1,Medium
1523,Low,9.0,49.0,72872.8659181242,17.0,0,Low
1524,High,6.0,29.0,40990.858681501886,1.0,1,High
1525,High,5.0,31.0,57529.39222060399,1.0,0,High
1526,High,2.0,41.0,69123.89333286372,14.0,0,High
1527,High,4.0,54.0,132965.60352380775,36.0,1,High
1528,M,6.0,46.0,59553.99154343843,26.0,1,Medium
1529,High,6.0,45.0,91573.09690981673,13.0,1,High
1530,Medium,9.0,42.0,65091.648591926016,12.0,1,Medium
1531,1,10.0,38.0,12226.5303804123,15.0,1,Medium
1532,LOW,10.0,56.0,102861.71797980071,32.0,1,Low
1533,LOW,6.0,46.0,44271.49306924365,28.0,1,Low
1534,Low,5.0,60.0,143379.32892125018,34.0,1,Low
1535,High,5.0,64.0,93692.48230042055,34.0,0,High
1536,HIGH,4.0,25.0,69767.90506701339,4.0,0,High
1537,High,6.0,18.0,69485.27148492979,0.0,0,High
1538,High,5.0,34.0,50233.72518521613,16.0,1,High
1539,Low,6.0,70.0,173092.80137726164,18.0,1,Low
1540,1,7.0,46.0,95783.3829178267,8.0,0,Medium
1541,M,5.0,43.0,71662.22981946665,11.0,0,Medium
1542,Low,7.0,47.0,155738.11728964077,22.0,0,Low
1543,High,1.0,38.0,2693.56734837468,19.0,0,High
1544,2,3.0,51.0,81031.98706423872,5.0,0,Medium
1545,High,6.0,47.0,53160.07565974946,12.0,0,High
1546,Low,5.0,62.0,62770.48556361501,11.0,1,Low
1547,2,6.0,42.0,33704.72640213606,22.0,0,Medium
1548,Medium,7.0,44.0,100089.6096863294,8.0,0,Medium
1549,low,7.0,36.0,19023.76483193348,10.0,0,Low
1550,Medium,7.0,18.0,65799.51468055036,0.0,1,Medium
1551,M,5.0,40.0,65091.648591926016,5.0,1,Medium
1552,Medium,8.0,46.0,24973.248143950528,10.0,1,Medium
1553,Medium,8.0,38.0,34181.01682488665,18.0,1,Medium
1554,Medium,3.0,60.0,63621.33412617872,50.0,1,Medium
1555,Medium,5.0,51.0,41787.91624981441,0.0,0,Medium
1556,Low,10.0,46.0,109102.09835441948,16.0,1,Low
1557,High,5.0,37.0,72113.75926816287,4.0,1,High
1558,Low,6.0,49.0,34440.38274782426,12.0,0,Low
1559,Medium,9.0,41.0,48756.287700502224,7.0,1,Medium
1560,L,9.0,63.0,44519.77149967941,2.0,0,Low
1561,3,3.0,34.0,60149.36576151498,4.0,0,Medium
1562,L,6.0,56.0,147784.5482448664,38.0,1,Low
1563,Low,-1.0,56.0,51650.56870263101,36.0,0,Low
1564,Medium,5.0,44.0,52595.32529051054,5.0,0,Medium
1565,Unknown,6.0,44.0,52217.97998476218,10.0,1,Medium
1566,High,6.0,38.0,101992.46851648272,11.0,0,High
1567,L,8.0,65.0,89948.48139532628,38.0,1,Low
1568,M,-1.0,27.0,31853.568473393963,1.0,0,Medium
1569,Medium,7.0,48.0,30188.20919138883,25.0,1,Medium
1570,High,6.0,44.0,50214.19336714072,23.0,1,High
1571,H,2.0,32.0,28373.962157882623,1.0,1,High
1572,low,7.0,63.0,121295.72594673214,24.0,0,Low
1573,Medium,4.0,55.0,96941.49723071056,31.0,0,Medium
1574,Medium,7.0,42.0,65091.648591926016,9.0,0,Medium
1575,3,1.0,32.0,55359.66755979175,1.0,0,Medium
1576,,5.0,32.0,65091.648591926016,10.0,1,Medium
1577,High,6.0,46.0,21796.18657184,14.0,1,High
1578,2,15.0,47.0,65580.87285792758,7.0,1,Medium
1579,Medium,5.0,36.0,63237.9230833511,9.0,0,Medium
1580,Medium,7.0,64.0,125151.8030372374,41.0,1,Medium
1581,High,-1.0,31.0,22217.640656664586,11.0,0,High
1582,High,5.0,25.0,48977.94442311181,1.0,1,High
1583,,8.0,68.0,131688.4861671448,22.0,0,Medium
1584,Medium,7.0,33.0,68047.13209816269,12.0,0,Medium
1585,,3.0,37.0,82589.71700603596,7.0,1,Medium
1586,High,5.0,29.0,70437.44357942019,4.0,0,High
1587,LOW,7.0,56.0,34321.95973802764,3.0,1,Low
1588,2,6.0,44.0,45069.51944721357,5.0,1,Medium
1589,Medium,6.0,65.0,139105.25816404852,8.0,1,Medium
1590,Low,5.0,41.0,77139.15612645517,3.0,0,Low
1591,1,6.0,55.0,155443.56278552997,20.0,0,Medium
1592,,10.0,44.0,122636.9458848054,22.0,1,Medium
1593,Low,8.0,60.0,111532.03930208187,25.0,0,Low
1594,Low,6.0,60.0,139476.2534492359,33.0,0,Low
1595,High,1.0,18.0,18245.849946524857,0.0,1,High
1596,High,5.0,43.0,62175.33617881499,8.0,0,High
1597,Low,9.0,57.0,39732.07593602055,21.0,1,Low
1598,Low,8.0,60.0,118882.58494943654,6.0,1,Low
1599,2,7.0,56.0,86097.03467352939,15.0,0,Medium
1600,M,2.0,27.0,33236.16102850909,1.0,0,Medium
1601,Low,4.0,75.0,128385.03928856246,17.0,1,Low
1602,High,3.0,36.0,54420.58548389636,10.0,1,High
1603,Low,5.0,44.0,85703.42992623185,24.0,1,Low
1604,1,5.0,61.0,96126.96647735228,30.0,0,Medium
1605,M,9.0,50.0,73867.09664098246,5.0,1,Medium
1606,1,5.0,63.0,64627.60753006384,4.0,0,Medium
1607,1,5.0,43.0,70761.12893453233,1.0,1,Medium
1608,High,1.0,44.0,73252.8430164851,14.0,0,High
1609,M,2.0,33.0,27328.58579396956,0.0,0,Medium
1610,3,3.0,100.0,161848.16941022396,14.0,0,Medium
1611,Low,7.0,50.0,35186.61752715479,6.0,1,Low
1612,High,1.0,38.0,74693.57294283902,12.0,1,High
1613,,5.0,34.0,77017.66589772337,5.0,0,Medium
1614,M,9.0,30.0,33358.19154453865,3.0,0,Medium
1615,High,4.0,35.0,54735.85667882936,15.0,1,High
1616,M,6.0,45.0,77713.59529972801,11.0,1,Medium
1617,High,5.0,28.0,26393.09659935431,6.0,1,High
1618,L,6.0,65.0,90990.15638613074,20.0,1,Low
1619,H,2.0,24.0,17821.34904172663,2.0,0,High
1620,High,5.0,32.0,48928.95857232467,11.0,1,High
1621,,5.0,37.0,87809.55362386847,15.0,1,Medium
1622,High,5.0,24.0,53331.23008464807,3.0,0,High
1623,Medium,7.0,57.0,153854.81099501924,37.0,1,Medium
1624,L,8.0,55.0,63062.334609598256,11.0,1,Low
1625,Medium,5.0,43.0,5027.981158954296,14.0,0,Medium
1626,Low,8.0,37.0,100796.76332538245,19.0,1,Low
1627,1,8.0,67.0,167531.36525959207,32.0,0,Medium
1628,Medium,4.0,44.0,14438.654515545715,11.0,0,Medium
1629,High,4.0,18.0,5569.362902444747,0.0,0,High
1630,High,4.0,33.0,19305.27821127576,13.0,1,High
1631,High,5.0,18.0,4983.039433484271,0.0,1,High
1632,3,6.0,49.0,106408.40445262897,10.0,0,Medium
1633,Low,8.0,50.0,109859.933446265,7.0,1,Low
1634,2,9.0,53.0,126274.18196281831,20.0,1,Medium
1635,High,3.0,34.0,67590.97659289384,13.0,0,High
1636,Medium,4.0,57.0,60649.46069115592,21.0,1,Medium
1637,Medium,5.0,34.0,14253.639452939236,4.0,0,Medium
1638,LOW,9.0,63.0,89514.73754355303,3.0,1,Low
1639,2,2.0,34.0,41434.67634833636,13.0,0,Medium
1640,Low,7.0,66.0,50787.05040701216,26.0,1,Low
1641,HIGH,3.0,25.0,43283.531413591205,11.0,0,High
1642,High,1.0,43.0,57197.882246474925,6.0,0,High
1643,High,3.0,43.0,70799.56287730981,2.0,1,High
1644,Medium,5.0,52.0,68075.15529914452,15.0,0,Medium
1645,1,4.0,65.0,116050.21004395717,33.0,0,Medium
1646,Medium,2.0,44.0,51090.04079787821,10.0,0,Medium
1647,High,1.0,37.0,17049.33597844492,4.0,0,High
1648,3,1.0,21.0,0.0,3.0,0,Medium
1649,Low,7.0,54.0,53214.0783342954,16.0,1,Low
1650,Low,7.0,28.0,66066.48387588502,8.0,0,Low
1651,3,5.0,49.0,27061.860681684124,7.0,0,Medium
1652,Medium,9.0,36.0,58578.69655068873,7.0,1,Medium
1653,Low,7.0,52.0,68880.12424415907,24.0,1,Low
1654,Low,6.0,49.0,50760.57948870673,15.0,0,Low
1655,H,4.0,29.0,0.0,7.0,1,High
1656,Unknown,5.0,30.0,69822.41251042603,10.0,0,Medium
1657,Low,4.0,61.0,172769.8202687383,10.0,1,Low
1658,low,8.0,71.0,141057.23648138574,49.0,1,Low
1659,Low,4.0,42.0,65091.648591926016,22.0,0,Low
1660,Medium,8.0,34.0,31673.844093157128,1.0,0,Medium
1661,Medium,8.0,61.0,90071.53207367426,9.0,1,Medium
1662,Medium,4.0,40.0,103982.96961208271,16.0,0,Medium
1663,Low,7.0,100.0,112962.44511615312,11.0,1,Low
1664,2,2.0,32.0,38012.14255031449,2.0,0,Medium
1665,1,10.0,61.0,105538.91134661218,31.0,0,Medium
1666,Unknown,8.0,56.0,97454.51696788007,23.0,1,Medium
1667,High,4.0,34.0,47741.46737567869,10.0,1,High
1668,2,3.0,58.0,52628.92677085915,22.0,1,Medium
1669,Medium,5.0,42.0,75482.86896382268,11.0,1,Medium
1670,Medium,7.0,56.0,111219.41919999832,7.0,0,Medium
1671,L,7.0,60.0,77439.66306419087,3.0,0,Low
1672,2,4.0,38.0,102440.77258746854,19.0,0,Medium
1673,High,1.0,44.0,61704.68562513396,18.0,1,High
1674,2,4.0,37.0,22674.114943861103,6.0,0,Medium
1675,2,8.0,43.0,84691.02446407432,11.0,1,Medium
1676,Low,6.0,44.0,52348.20023254811,16.0,1,Low
1677,Medium,8.0,48.0,50830.34617881995,14.0,1,Medium
1678,medium,2.0,55.0,74921.0125396985,23.0,0,Medium
1679,2,7.0,26.0,39731.83668926195,0.0,0,Medium
1680,Low,7.0,68.0,158761.21610620362,16.0,0,Low
1681,1,6.0,76.0,150883.34370682735,37.0,1,Medium
1682,High,5.0,35.0,51755.27689832385,6.0,0,High
1683,Medium,4.0,56.0,80690.37836952598,15.0,0,Medium
1684,High,3.0,18.0,65091.648591926016,11.0,1,High
1685,3,1.0,35.0,35178.27308938841,15.0,0,Medium
1686,Medium,3.0,51.0,93777.4055554312,17.0,0,Medium
1687,Medium,15.0,39.0,21976.044769990447,6.0,1,Medium
1688,Medium,6.0,46.0,83524.77113042414,24.0,0,Medium
1689,Medium,2.0,41.0,45768.19925355547,7.0,0,Medium
1690,High,1.0,36.0,51726.28182986199,9.0,0,High
1691,High,5.0,35.0,51169.528244942056,12.0,0,High
1692,Medium,4.0,44.0,66974.39701645292,15.0,0,Medium
1693,medium,3.0,50.0,38443.18031670756,28.0,0,Medium
1694,2,-1.0,42.0,119958.85238796096,15.0,0,Medium
1695,High,1.0,21.0,25799.44577649535,3.0,0,High
1696,Low,5.0,47.0,14027.452876275289,13.0,0,Low
1697,Unknown,6.0,23.0,40590.89777150495,2.0,1,Medium
1698,High,2.0,36.0,65091.648591926016,6.0,0,High
1699,M,8.0,49.0,73130.3544604665,23.0,1,Medium
1700,LOW,6.0,51.0,117630.43031703032,32.0,1,Low
1701,Medium,8.0,40.0,74697.43079908701,11.0,1,Medium
1702,,7.0,40.0,78564.97614080156,17.0,1,Medium
1703,Low,5.0,44.0,56485.46391949308,15.0,0,Low
1704,High,4.0,34.0,41680.9897423158,6.0,1,High
1705,2,4.0,54.0,51239.83340032924,3.0,0,Medium
1706,Medium,7.0,60.0,68845.73025498616,27.0,1,Medium
1707,Low,5.0,58.0,58696.98447196608,23.0,1,Low
1708,Medium,5.0,41.0,39129.86540069926,10.0,0,Medium
1709,Medium,6.0,36.0,56226.48461976819,1.0,0,Medium
1710,2,5.0,35.0,70607.2617001935,17.0,0,Medium
1711,1,7.0,59.0,86550.43449185474,8.0,0,Medium
1712,,3.0,37.0,49576.99822678211,16.0,1,Medium
1713,H,4.0,34.0,29619.90801346293,4.0,0,High
1714,High,5.0,35.0,103518.65480729275,7.0,0,High
1715,Medium,4.0,44.0,21361.86162284216,1.0,0,Medium
1716,1,6.0,49.0,5260026.549821385,10.0,1,Medium
1717,Low,7.0,36.0,70598.6633295626,11.0,1,Low
1718,Medium,3.0,33.0,28512.80885191087,7.0,0,Medium
1719,MEDIUM,9.0,60.0,27333.905905836386,27.0,1,Medium
1720,High,1.0,34.0,45178.01761529682,14.0,0,High
1721,L,5.0,41.0,38787.83451637584,23.0,1,Low
1722,High,1.0,20.0,46597.96473447696,0.0,0,High
1723,Medium,4.0,49.0,57805.57713891119,11.0,0,Medium
1724,High,3.0,25.0,65091.648591926016,6.0,0,High
1725,2,4.0,63.0,67411.60492921353,22.0,1,Medium
1726,Low,4.0,50.0,32420.35834101712,32.0,1,Low
1727,2,3.0,60.0,50020.69136964963,27.0,0,Medium
1728,M,4.0,63.0,115694.58801584318,43.0,0,Medium
1729,2,2.0,49.0,83015.90832353786,9.0,0,Medium
1730,3,1.0,36.0,47944.58881648714,11.0,0,Medium
1731,Low,5.0,51.0,88562.03617216516,28.0,0,Low
1732,L,7.0,51.0,82177.58635672819,18.0,0,Low
1733,1,5.0,72.0,174052.67261797035,4.0,0,Medium
1734,Low,5.0,59.0,121864.26322704973,35.0,1,Low
1735,Medium,3.0,51.0,132744.75215736622,23.0,0,Medium
1736,L,10.0,39.0,100593.67589415064,11.0,0,Low
1737,Low,10.0,49.0,35092.06410205628,31.0,0,Low
1738,High,6.0,41.0,110994.97469548676,5.0,1,High
1739,1,10.0,72.0,172748.50298560137,43.0,1,Medium
1740,2,3.0,38.0,58042.38359762361,15.0,0,Medium
1741,Low,10.0,45.0,87627.06706951914,19.0,0,Low
1742,,6.0,46.0,63392.23486801259,19.0,1,Medium
1743,Medium,8.0,53.0,34391.89723394981,8.0,1,Medium
1744,H,1.0,22.0,32020.26484681347,4.0,0,High
1745,Low,8.0,70.0,128552.07842946262,39.0,1,Low
1746,LOW,5.0,29.0,43100.81703707543,3.0,0,Low
1747,Low,5.0,50.0,55027.21677518813,4.0,0,Low
1748,High,5.0,37.0,64419.27281514682,17.0,0,High
1749,Medium,7.0,39.0,46882.4449488883,10.0,1,Medium
1750,Low,8.0,72.0,130719.60849258114,25.0,1,Low
1751,Unknown,6.0,27.0,19237.54726258512,4.0,1,Medium
1752,Medium,5.0,26.0,44119.82133731242,5.0,1,Medium
1753,Medium,6.0,48.0,82197.81935014883,26.0,1,Medium
1754,Unknown,4.0,45.0,43859.41792942546,13.0,0,Medium
1755,Medium,3.0,37.0,46388.76762753626,9.0,0,Medium
1756,Low,8.0,59.0,67760.47326892751,18.0,0,Low
1757,High,1.0,49.0,110791.01877986632,11.0,1,High
1758,1,5.0,43.0,89177.60450462614,8.0,1,Medium
1759,Low,5.0,40.0,97170.4339299674,7.0,0,Low
1760,Low,6.0,66.0,122028.70955712628,18.0,0,Low
1761,L,5.0,65.0,65091.648591926016,6.0,1,Low
1762,Medium,2.0,52.0,47600.20671321986,15.0,0,Medium
1763,H,3.0,43.0,97914.01966532144,2.0,0,High
1764,Unknown,7.0,42.0,47621.604959583805,2.0,1,Medium
1765,,7.0,40.0,62913.2578245798,22.0,1,Medium
1766,2,7.0,47.0,41548.76387795812,23.0,1,Medium
1767,3,6.0,22.0,0.0,1.0,0,Medium
1768,Medium,6.0,42.0,64202.78189544228,19.0,0,Medium
1769,MEDIUM,4.0,41.0,113711.37453702514,23.0,1,Medium
1770,3,6.0,27.0,59186.56065297768,8.0,1,Medium
1771,Medium,8.0,50.0,126013.57528517809,19.0,1,Medium
1772,High,2.0,29.0,28867.614617919822,0.0,0,High
1773,Medium,6.0,32.0,66234.17689515342,3.0,1,Medium
1774,Low,6.0,59.0,66822.77094715176,15.0,1,Low
1775,High,6.0,100.0,91775.07758514304,6.0,0,High
1776,Medium,6.0,30.0,75603.98683016519,5.0,0,Medium
1777,1,5.0,79.0,190640.46608085863,49.0,1,Medium
1778,High,6.0,34.0,64411.36475407169,4.0,0,High
1779,Medium,6.0,62.0,91968.30488414998,39.0,1,Medium
1780,,5.0,46.0,55675.21899201901,6.0,0,Medium
1781,Low,4.0,53.0,85169.9401493833,11.0,1,Low
1782,High,6.0,59.0,85092.34785911649,13.0,0,High
1783,LOW,4.0,79.0,126862.3524010567,10.0,0,Low
1784,High,6.0,44.0,48729.25097197361,4.0,1,High
1785,3,4.0,23.0,0.0,4.0,0,Medium
1786,H,4.0,22.0,20585.21342683048,11.0,1,High
1787,High,1.0,31.0,41475.19438086946,10.0,0,High
1788,High,6.0,53.0,7559.886198944827,30.0,1,High
1789,L,5.0,54.0,96335.60855376856,22.0,0,Low
1790,Low,5.0,44.0,91902.9296198504,3.0,0,Low
1791,Low,5.0,51.0,102036.23440441368,28.0,1,Low
1792,Medium,7.0,24.0,39822.64163428289,6.0,1,Medium
1793,medium,6.0,33.0,13677.02014524574,4.0,0,Medium
1794,L,7.0,50.0,81643.50067815746,31.0,1,Low
1795,Low,7.0,49.0,125970.88377863634,6.0,1,Low
1796,M,4.0,42.0,40698.83163686508,6.0,1,Medium
1797,Low,4.0,43.0,80764.4107055896,7.0,1,Low
1798,3,6.0,41.0,58570.58086355216,31.0,1,Medium
1799,L,5.0,42.0,72984.0187572846,3.0,0,Low
1800,Medium,8.0,62.0,92464.26464319968,11.0,1,Medium
1801,,8.0,40.0,36197.36252492282,2.0,0,Medium
1802,Low,4.0,64.0,64710.45579180431,35.0,1,Low
1803,2,3.0,29.0,35505.49847987495,5.0,1,Medium
1804,1,9.0,51.0,103314.64618175756,2.0,1,Medium
1805,Low,6.0,64.0,99427.56210945264,35.0,1,Low
1806,Medium,3.0,16.0,14157.57913717257,0.0,1,Medium
1807,high,1.0,40.0,60052.50596778098,18.0,0,High
1808,Medium,7.0,50.0,72431.02313503431,32.0,1,Medium
1809,Low,5.0,53.0,116939.78257441812,25.0,0,Low
1810,Unknown,7.0,45.0,36961.86539420515,19.0,1,Medium
1811,Medium,7.0,64.0,65091.648591926016,13.0,1,Medium
1812,Low,9.0,44.0,74733.5593882705,34.0,1,Low
1813,Low,9.0,65.0,125934.60924917662,11.0,1,Low
1814,High,6.0,34.0,91868.34115151133,9.0,1,High
1815,Medium,7.0,34.0,31390.43194556029,3.0,1,Medium
1816,M,6.0,34.0,65245.95986690673,7.0,0,Medium
1817,Unknown,8.0,43.0,117192.79525187536,11.0,0,Medium
1818,1,4.0,61.0,136860.09957298898,14.0,0,Medium
